hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,1,45,2016,November,47,19,1,1,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,86.4,0,0,Canceled,13-10-2016
City Hotel,1,29,2017,March,10,6,1,3,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,74.8,0,0,Canceled,22-02-2017
Resort Hotel,1,16,2016,August,32,6,2,3,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,251,0,0,Canceled,26-07-2016
City Hotel,0,22,2017,April,16,21,2,2,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,115,0,1,Check-Out,25-04-2017
City Hotel,1,185,2017,July,27,5,2,5,2,1,0,BB,DNK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,125.1,0,0,Canceled,01-01-2017
Resort Hotel,1,72,2016,July,29,14,2,5,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,5,,0,Transient,128,0,0,Canceled,04-05-2016
City Hotel,1,98,2016,October,44,26,0,2,2,0,0,SC,DNK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,80.1,0,0,Canceled,02-08-2016
City Hotel,1,5,2015,October,43,19,1,2,1,0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,9,,0,Contract,136,0,2,Canceled,18-10-2015
Resort Hotel,1,219,2016,September,37,10,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,250,,0,Transient,115,0,1,Canceled,17-08-2016
City Hotel,1,213,2017,August,33,18,0,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,,0,Transient,100.8,0,1,Canceled,25-04-2017
Resort Hotel,0,4,2017,January,3,17,0,0,1,0,0,Undefined,PRT,Groups,Direct,0,0,0,A,E,0,No Deposit,,,0,Transient-Party,0,0,0,Check-Out,17-01-2017
City Hotel,1,364,2015,October,42,16,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,6,,0,Transient-Party,101.5,0,0,Canceled,06-07-2015
City Hotel,1,422,2017,June,24,13,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,229,,0,Transient,90,0,0,Canceled,05-05-2017
City Hotel,1,226,2017,July,28,9,2,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,110,0,0,Canceled,25-11-2016
City Hotel,1,55,2016,October,43,20,0,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,139.5,0,2,Canceled,04-09-2016
City Hotel,1,115,2016,August,35,26,2,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,131.4,0,0,Canceled,23-07-2016
Resort Hotel,0,38,2016,January,2,8,3,7,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,48,0,1,Check-Out,18-01-2016
Resort Hotel,0,140,2017,May,22,28,3,5,2,2,0,HB,GBR,Online TA,TA/TO,0,0,0,G,G,2,No Deposit,240,,0,Transient,215.5,0,0,Check-Out,05-06-2017
Resort Hotel,0,14,2016,December,53,30,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,G,0,No Deposit,240,,0,Transient,109.5,0,0,Check-Out,01-01-2017
Resort Hotel,0,90,2015,July,28,9,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40,,0,Contract,93.6,0,0,Check-Out,16-07-2015
Resort Hotel,1,25,2016,November,48,20,2,1,1,0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,43,0,1,Canceled,09-11-2016
City Hotel,0,110,2017,April,17,27,1,3,2,0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,99,0,0,Check-Out,01-05-2017
City Hotel,1,90,2016,April,18,28,0,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,9,,0,Transient,127.8,0,1,Canceled,23-04-2016
Resort Hotel,0,133,2016,August,32,4,3,8,2,1,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,,,0,Transient-Party,216.66,0,0,Check-Out,15-08-2016
Resort Hotel,0,27,2016,June,25,12,2,1,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,120,0,1,Check-Out,15-06-2016
City Hotel,1,56,2017,July,30,24,1,4,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,127.6,0,0,Canceled,29-05-2017
Resort Hotel,0,252,2017,April,16,22,2,5,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,D,D,4,No Deposit,273,,0,Transient-Party,76.8,0,0,Check-Out,29-04-2017
City Hotel,0,51,2016,July,30,21,2,5,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,16,,0,Transient,87.3,0,0,Check-Out,28-07-2016
Resort Hotel,0,44,2015,July,30,22,0,4,2,1,0,HB,FRA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,242,,0,Transient,167.69,0,1,Check-Out,26-07-2015
Resort Hotel,0,1,2016,September,38,14,0,2,2,0,0,BB,ESP,Direct,Direct,0,0,0,F,F,0,No Deposit,250,,0,Transient,162,0,0,Check-Out,16-09-2016
City Hotel,0,59,2016,September,36,1,0,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,123.3,0,2,Check-Out,04-09-2016
Resort Hotel,0,1,2017,May,20,15,1,0,2,0,0,BB,PRT,Online TA,TA/TO,1,0,4,A,D,0,No Deposit,240,,0,Transient,54,0,1,Check-Out,16-05-2017
City Hotel,0,336,2016,September,39,21,1,4,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,21,,0,Transient-Party,78,0,0,Check-Out,26-09-2016
City Hotel,0,86,2017,April,15,9,2,5,3,0,0,BB,FIN,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,180.63,0,1,Check-Out,16-04-2017
Resort Hotel,0,38,2017,August,33,13,2,4,2,1,0,HB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,250,,0,Transient,296.33,0,1,Check-Out,19-08-2017
City Hotel,1,162,2017,August,33,19,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,140,0,0,Canceled,21-03-2017
City Hotel,1,29,2017,March,9,3,2,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,100.3,0,0,Canceled,16-02-2017
City Hotel,0,115,2017,July,28,14,2,4,2,1,0,BB,FIN,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,8,,0,Transient,277.5,0,2,Check-Out,20-07-2017
City Hotel,0,39,2016,March,14,28,1,0,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,117.9,0,1,Check-Out,29-03-2016
City Hotel,0,164,2017,June,26,28,0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,126,1,1,Check-Out,30-06-2017
City Hotel,1,17,2017,April,15,14,0,2,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,150,0,0,Canceled,30-03-2017
Resort Hotel,1,136,2015,July,30,20,2,5,2,2,0,BB,PRT,Online TA,TA/TO,0,1,0,G,G,0,No Deposit,240,,0,Transient,237,0,0,Canceled,24-03-2015
City Hotel,0,28,2017,June,23,9,1,2,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,20,,0,Transient,181,0,0,Check-Out,12-06-2017
City Hotel,0,49,2015,November,46,9,1,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28,,0,Transient,60,0,0,Check-Out,12-11-2015
Resort Hotel,0,22,2016,May,20,9,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient-Party,72,1,1,Check-Out,11-05-2016
City Hotel,1,26,2016,June,26,23,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,101,0,0,Canceled,15-06-2016
City Hotel,1,62,2016,September,39,21,0,1,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3,,0,Transient-Party,75,0,0,Canceled,24-08-2016
Resort Hotel,0,0,2016,January,2,3,3,5,2,0,0,BB,DEU,Direct,Direct,0,0,0,F,F,2,No Deposit,,,0,Transient,62.25,0,0,Check-Out,11-01-2016
Resort Hotel,0,198,2017,April,15,15,2,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,242,,0,Transient,98.5,1,1,Check-Out,18-04-2017
Resort Hotel,1,18,2016,April,18,25,1,3,2,0,0,BB,FIN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,85,0,0,Canceled,13-04-2016
City Hotel,1,107,2016,May,19,7,2,1,2,1,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,,0,Transient,130,0,1,Canceled,03-03-2016
City Hotel,0,90,2017,March,10,7,0,3,2,1,0,BB,BRA,Online TA,TA/TO,0,0,0,A,D,3,No Deposit,9,,0,Transient,115.2,0,3,Check-Out,10-03-2017
City Hotel,0,60,2016,April,17,18,1,3,2,0,0,BB,SVK,Direct,Direct,0,0,0,D,D,2,No Deposit,14,,0,Transient,98.68,0,0,Check-Out,22-04-2016
City Hotel,1,105,2016,October,45,30,2,2,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,85.05,0,0,Canceled,17-07-2016
City Hotel,0,112,2016,May,19,6,0,2,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,90,0,0,Check-Out,08-05-2016
City Hotel,0,9,2016,January,4,21,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,3,No Deposit,14,,0,Transient,91,0,1,Check-Out,22-01-2016
City Hotel,1,101,2016,July,31,24,2,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22,,0,Transient,72.25,0,0,Canceled,15-07-2016
Resort Hotel,0,5,2016,April,15,6,0,2,2,0,0,BB,PRT,Online TA,TA/TO,1,0,1,A,D,0,No Deposit,240,,0,Transient,71,1,1,Check-Out,08-04-2016
City Hotel,0,33,2016,February,9,26,1,2,2,1,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,,0,Transient,102.37,0,1,Check-Out,29-02-2016
City Hotel,0,12,2015,August,34,16,2,3,3,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,27,,0,Transient,68.8,0,0,Check-Out,21-08-2015
City Hotel,0,1,2017,May,19,9,0,1,2,0,0,BB,MEX,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,,,0,Transient,117,0,0,Check-Out,10-05-2017
City Hotel,0,12,2015,October,41,4,1,0,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,3,,0,Transient-Party,72,0,0,Check-Out,05-10-2015
City Hotel,0,111,2017,June,25,21,0,3,2,0,0,BB,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,126,0,0,Check-Out,24-06-2017
City Hotel,0,97,2017,April,17,25,0,3,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,,0,Transient,115,0,0,Check-Out,28-04-2017
Resort Hotel,0,124,2017,March,13,26,2,4,1,0,0,BB,PRT,Online TA,TA/TO,0,0,1,A,C,1,No Deposit,241,,0,Transient,27.07,0,0,Check-Out,01-04-2017
City Hotel,0,151,2016,January,4,19,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,2,No Deposit,19,,63,Transient-Party,71,0,0,Check-Out,21-01-2016
City Hotel,0,0,2017,March,11,12,1,0,1,0,0,BB,CHN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22,,0,Transient,75,0,1,Check-Out,13-03-2017
